"id","lastVisitTime","title","typedCount","url","visitCount","cnt","cnt1"
"1537","9/5/2017 5:24:54 AM","CONGENIAL - Google Search","0","https://www.google.co.in/search?q=CONGENIAL&oq=CONGENIAL&gs_l=psy-ab.3..0l2j0i131k1j0.29342.29342.0.29621.1.1.0.0.0.0.107.107.0j1.1.0....0...1.1.64.psy-ab..0.1.106.9Q_Vb3RjJ9o","1","3000130","2000001"
"1536","9/5/2017 5:24:23 AM","dais - Google Search","0","https://www.google.co.in/search?q=dais&oq=dais&aqs=chrome..69i57j0l5.1351j0j7&sourceid=chrome&ie=UTF-8","1","3000131","2000001"
"1535","9/5/2017 5:24:13 AM","sdais - Google Search","0","https://www.google.co.in/search?q=sdais&oq=sdais&aqs=chrome..69i57j0l5.1828j0j7&sourceid=chrome&ie=UTF-8","1","3000132","2000001"
"1526","9/5/2017 5:19:33 AM","Welcome to AmritaVidya Home . . .","0","https://amritavidya.amrita.edu:8444/aums/Jsp/Core_Common/index.jsp?task=off","1","3000133","2000001"
"1521","9/5/2017 5:19:31 AM","AUMS-Amrita University Management System","0","https://amritavidya.amrita.edu:8444/cas/login?service=https%3A%2F%2Famritavidya.amrita.edu%3A8444%2Faums%2FJsp%2FCore_Common%2Findex.jsp","1","3000134","2000001"
"39","9/5/2017 5:17:45 AM","Intranet | intranet.amritanet.edu","4","http://intranet//","4","3000135","2000001"
"1517","9/4/2017 3:53:52 PM","","0","https://www.amrita.edu/sites/default/files/academic-calendar-ase-coimbatore-2017.pdf","1","3000136","2000001"
"936","9/4/2017 3:53:39 PM","Amrita University Management System | Amrita Vishwa Vidyapeetham (Amrita University)","0","https://www.amrita.edu/aums","8","3000137","2000001"
"1516","9/4/2017 3:53:02 PM","Amrita Students | Amrita Vishwa Vidyapeetham (Amrita University)","0","https://www.amrita.edu/international/amrita-students","1","3000138","2000001"
"1515","9/4/2017 3:52:43 PM","Amrita Center for International Programs | Amrita Vishwa Vidyapeetham (Amrita University)","0","https://www.amrita.edu/international","1","3000139","2000001"
"1514","9/4/2017 3:52:32 PM","Events and Conferences | Amrita Vishwa Vidyapeetham (Amrita University)","0","https://www.amrita.edu/events","1","3000140","2000001"
"72","9/4/2017 3:52:12 PM","Amrita Vishwa Vidyapeetham (Amrita University) | Founded by Sri Mata Amritanandamayi Devi","2","https://www.amrita.edu/","21","3000141","2000001"
"1513","9/4/2017 3:51:30 PM","Campuses | Amrita Vishwa Vidyapeetham (Amrita University)","0","https://www.amrita.edu/campus","1","3000142","2000001"
"1512","9/4/2017 3:50:21 PM","academic calendar coimbatore 2018 - Google Search","0","https://www.google.co.in/search?q=academic+calendar+coimbatore+2018&oq=academic+&aqs=chrome.4.69i57j69i60j69i61l2j35i39l2.12001j0j7&sourceid=chrome&ie=UTF-8","1","3000143","2000001"
"1511","9/4/2017 3:49:59 PM","Sagunthalavin Kadhalan Tamil Movie High Quality mp3 Songs Listen and Download Music By P.V. Prasath StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6487","1","3000144","2000001"
"1510","9/4/2017 3:49:19 PM","","0","http://c-4fambt.com/?rzi=1273976&rsz=1273976&rid=","3","3000145","2000001"
"1509","9/4/2017 3:49:19 PM","UC Browser","0","http://c-4fambt.com/?b=1599088&ba=1&dm=1&ep=1&g=IN&i18db=1&l=KWn7GKx1vwTF2Sd&language=en&oaid=7033265affed77299987e3052e14fbb0&s=376308736993&ssk=dcda7a4ffd8f5ae907584b601e0b8b2b&svar=1504540160.6498&vi=1&vo=1&z=1273976&tr=default","2","3000146","2000001"
"1081","9/4/2017 3:49:19 PM","","0","http://onclkds.com/afu.php?zoneid=1365143&var=","10","3000147","2000001"
"1508","9/4/2017 3:49:19 PM","","0","http://onclkds.com/?auction_id=1f9854ad-db17-4ec6-8038-168e3cfc32b2&zoneid=1273976&xref=www.musiqfile.xyz&pbk3=f27b6ae654aae05b360c59b753f6f0316461950771562572666&r=%2Foc%2Fhan&uuid=2090d190-070d-4f3f-8338-9140bf2b9713&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=0&pl=http%3A%2F%2Fwww.musiqfile.xyz%2Fdownload-7s-sng-new%2F%3FToken%3DU29uZyQkMjA0MjIkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDk6OA%3D%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6525&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000148","2000001"
"1507","9/4/2017 3:49:15 PM","Download Song ""Hara Hara Maha Devaki - 5StarMusiQ.Com"" From Movie ""Hara Hara Mahadevaki"" In 160Kbps","0","http://www.musiqfile.xyz/download-7s-sng-new/?Token=U29uZyQkMjA0MjIkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDk6OA==","1","3000149","2000001"
"1506","9/4/2017 3:49:11 PM","Hara Hara Mahadevaki Tamil Movie High Quality mp3 Songs Listen and Download Music By Balamurali Balu StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6525","1","3000150","2000001"
"1505","9/4/2017 3:48:29 PM","bet365 - Sports Betting, Premier League, Champions League and International Football Odds, plus Grand Slam Tennis Prices, Casino, Poker, Games, Vegas, Bingo","0","https://www.bet365.com/en/?forcelp=1&affiliate=365_460486","1","3000151","2000001"
"1501","9/4/2017 3:48:27 PM","","0","http://engine.spotscenered.info/Redirect.eng?MediaSegmentId=27846&dcid=1_ctx_45ab6fc7-ecfc-4f0f-be6e-0dc5645883ce&vmId=00000000-0000-0000-0000-000000000000&abr=false&timeZoneOffset=&v=zwNBFvEWV_WG4t4xxNprUhmlRIFrTMtmqxh8P0Z2nIIJrjLvRvqRNy7IbaTpt1kJjjOFzk2_XwcGN2Uv9AqlObm6oBNiHzMZKEjkokQDMAZn9RLGwScUbAzfN2ldxdibqu7WsP5fmYRtd4Xb8t8w94IVK9K_zK4acPzie3Nxx-EfgWElQXjmccfRuftfGvBk3iwY6t9MCYl5jtwxGg4nioWStRkQDOmXlp4swMRReKwavc3vf8MsrMlUmh7SpYAQHUXjlRaQoZxMlDZymboUmKiaEdW1iMB_8utQzmK9mwDP95wWrOne3wWRzLmaF7O1743WA-JUoWlverb31BR7eKS977kVCgOKnYcayDHIGxzKOaaBosHNpFy9ESZ2ZMi0c9S-VodoGevtlYAjXvTbuQzelZY8SEPBmSV8rDf0cPyckp4MDPD-l8ZqCQ0rTfhqYpRCZEBJHfprSqA6mi_aax6-ZJYe3qUI5L35lxPds8sQNgt9ZSlX6zYtSHmjAtUsqUtSLCec3jgJEe3LJ2kn7yOcpS-LYLH-7WUCbSXv-1qttywiUpkogdaAIECUfNi8TnJ6XH1dpecmVCx8w-_VmX9YleG0Z-Zudp52oQkR6DXJnzbLhN5WV_UKnZnE7xzlZ8TvpqhbTvnjW1IpVMeJ_rdflyi-ag7FejB7NVqWnUeVDR-NOz_Oa4KgEOSqAgmkZIcnZA1xqo5wecRXZ1eC2oiFlx4Mm-HQsaw8nlKmXmpLeZrDxm07XUZibLB_SqUSn1i2Lep8jVZmnm8yS59G4jr1GBqjEUi_4BF1yQauJdBXMcXirhm7ys5PX4BdG2b4ZGkPqc-tI5iLf9jsWkI_2Dfa0Ni7pQGFFCw0uSLo_7wC_JEYAwQppehsgvwOup4F6zd3EOGmlhjWsZiyTrVnoKbCmTQQXzQqVi096VMIXFDW-GkganKULjAsXf25DMj-y-RyQz6SQlOinPAml_sCmACb95twqBOK45WsRBr1kok3TAiVQbPqLjZDvXrr8vM06qKztHkwn6XAt_4qhm4wUCSJrcC-T8ZKlEqky_EIDvq5J40SzUo6o4oq2FO8WVdm_xoG6XKzYs96y4TSVjfmP5rdtw98AUOjUbxGUoE9eQPUzteQKdqO3rNbmO9Tele5EP8FV-4jqPiu-AQCcjk02YfynQv2ui5MQ7IjtXY2WbbuXgZyrC9dny0WhQhHzRIkISg4t8fJJQgKnHiDUw1DIlV9jxV1brlQPxhulbihl1ciT_G_jIQz5rcFlHJ7wRRL6Z-nlJm4dud9d1c-3jG0l8x4XqJY7lzMkpWypr9Y75kl80AwXjEg0ZLnUtVK-BWZdQcBGHEwcjUAki-_lbEh8RKpXAq-Wz_P1onxvNte9yFsX01dwvwWAj3U22TOGaVFbfyOlavAVb6pDyEzCoba0RAa_des3ixpePfGFfNEkEDwUpk7pbwCBr1sFEm5B9ifgM-ceAQo2PbLumO69nOmLrmm6WhmTXEUWc-3CntjXbhuB0Sqr9Ep3n6mtIKkZGVuFN_jZDZz3QPCWQnZvs7kJDTpHU1IdY0VPl5PAXqx3Kc5IuO_20nmpTCPjn0JztOn0","1","3000152","2000001"
"1499","9/4/2017 3:48:26 PM","","0","http://onclkds.com/afu.php?zoneid=1368282&var=","2","3000153","2000001"
"1498","9/4/2017 3:48:26 PM","","0","http://onclkds.com/?auction_id=d8945055-099d-4aec-829c-02e37f4e538a&zoneid=1274058&xref=www.starfile.info&pbk3=1eec955ed754f9675c06c76e3d36e51f6461950548351460152&r=%2Foc%2Fhan&uuid=0388728c-0fec-4b45-baa2-67ee4f87adfa&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=0&pl=http%3A%2F%2Fwww.starfile.info%2Fdownload-7s-zip-new%2F%3FToken%3DTW92aWUkJDY1MTEkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDg6MTA%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6511&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000154","2000001"
"1497","9/4/2017 3:48:22 PM","Download Meyaadha Maan Movie (Single-1,2) Songs in 320kbps ZIP File","0","http://www.starfile.info/download-7s-zip-new/?Token=TW92aWUkJDY1MTEkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDg6MTA=","1","3000155","2000001"
"1496","9/4/2017 3:48:13 PM","Meyaadha Maan Tamil Movie High Quality mp3 Songs Listen and Download Music By Santhosh Narayanan, Pradeep Kumar StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6511","1","3000156","2000001"
"1495","9/4/2017 3:47:55 PM","","0","http://c-4fambt.com/?rzi=1209384&rsz=1209384&rid=","3","3000157","2000001"
"1494","9/4/2017 3:47:55 PM","UC Browser","0","http://c-4fambt.com/?b=1596081&ba=1&dm=1&ep=1&g=IN&i18db=1&l=KWn7GKx1vwTF2Sd&language=en&oaid=9dd9bcd5256c7203dc1551d3f485f770&s=361770904611&ssk=99247ad2103ed6f0df717c27d44a5a45&svar=1504540076.8425&vi=1&vo=1&z=1209384&tr=default&rsz=1274058","2","3000158","2000001"
"1493","9/4/2017 3:47:55 PM","","0","http://go.data1rtb.com/afu.php?zoneid=1209384&var=","3","3000159","2000001"
"1492","9/4/2017 3:47:55 PM","","0","http://go.data1rtb.com/afu.php?id=1209384&var=1274058&rsz=1274058","2","3000160","2000001"
"1491","9/4/2017 3:47:55 PM","","0","http://m62-genreal.com/?rsz=1274058&rzi=1274058","4","3000161","2000001"
"1490","9/4/2017 3:47:53 PM","","0","http://m62-genreal.com/?b=1578657&ba=0&dm=0&ep=0&g=IN&i18db=1&l=A55k6KPw9Wd9ZLz&oaid=7033265affed77299987e3052e14fbb0&s=376307708013&ssk=865f639b434d273d7e517439e1deadef&svar=1504540074.4537&vo=0&z=1274058","2","3000162","2000001"
"1489","9/4/2017 3:47:52 PM","","0","http://onclkds.com/?auction_id=0d945044-1745-45f0-9bdc-650ad36b74c8&zoneid=1274058&xref=www.starfile.info&pbk3=9adf0320f048913f9c16165f760c11316461950406333683706&r=%2Foc%2Fhan&uuid=3bcc29ab-9130-4f67-af72-2135e3a5b7e6&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=0&pl=http%3A%2F%2Fwww.starfile.info%2Fdownload-7s-zip-new%2F%3FToken%3DTW92aWUkJDY1MjMkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDc6MTY%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6523&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000163","2000001"
"1488","9/4/2017 3:47:49 PM","Download Solo Movie Songs in 320kbps ZIP File","0","http://www.starfile.info/download-7s-zip-new/?Token=TW92aWUkJDY1MjMkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDc6MTY=","1","3000164","2000001"
"1487","9/4/2017 3:47:33 PM","","0","https://wow-lion.ucweb.com/pc_to_umeng/package/UCBrowser.exe?filename=UCBrowser_CI04lu43631576450472459ad75935f94d.exe","1","3000165","2000001"
"1483","9/4/2017 3:47:28 PM","","0","http://onclkds.com/?auction_id=4e5311b3-8388-477a-a010-659d55f87723&zoneid=1273976&xref=www.musiqfile.xyz&pbk3=7cb532c24739c57c78440d8c02c1a1626461950299027106460&r=%2Foc%2Fhan&uuid=66d60cf4-a6a0-4bb1-a389-f7a3f8b0b2b3&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=0&pl=http%3A%2F%2Fwww.musiqfile.xyz%2Fdownload-7s-sng-new%2F%3FToken%3DU29uZyQkMjA0NDckJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDc6MTM%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6530&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000166","2000001"
"1482","9/4/2017 3:47:25 PM","Download Song ""Karuthavanlaam Galeejaam - 5StarMusiQ.Com"" From Movie ""Velaikkaran"" In 160Kbps","0","http://www.musiqfile.xyz/download-7s-sng-new/?Token=U29uZyQkMjA0NDckJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDc6MTM=","1","3000167","2000001"
"1481","9/4/2017 3:47:19 PM","Solo Tamil Movie High Quality mp3 Songs Listen and Download Music By Prashant Pillai, Filter Coffee, Sooraj S. Kurup StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6523","1","3000168","2000001"
"1480","9/4/2017 3:47:16 PM","Velaikkaran Tamil Movie High Quality mp3 Songs Listen and Download Music By Anirudh Ravichander StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6530","1","3000169","2000001"
"1479","9/4/2017 3:47:01 PM","System notification!","0","http://snowontree.com/?pid=1651&sid=162961913","3","3000170","2000001"
"1472","9/4/2017 3:46:56 PM","","0","http://onclkds.com/?auction_id=b35d29fb-464b-4069-81d9-bccc23594435&zoneid=1273976&xref=www.musiqfile.xyz&pbk3=784b4395d13f77cc57464b2bf6875f4c6461950161546170430&r=%2Foc%2Fhan&uuid=d79c6d1a-f4f5-4c01-94bf-cca8ce3b7d61&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=1&pl=http%3A%2F%2Fwww.musiqfile.xyz%2Fdownload-7s-sng-new%2F%3FToken%3DU29uZyQkMjA0NzUkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDY6MzY%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6533&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000171","2000001"
"1471","9/4/2017 3:46:53 PM","Download Song ""Mazhai Megam - 5StarMusiQ.Com"" From Movie ""Balloon"" In 160Kbps","0","http://www.musiqfile.xyz/download-7s-sng-new/?Token=U29uZyQkMjA0NzUkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDY6MzY=","1","3000172","2000001"
"1470","9/4/2017 3:46:39 PM","Balloon Tamil Movie High Quality mp3 Songs Listen and Download Music By Yuvan Shankar Raja StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6533","1","3000173","2000001"
"1469","9/4/2017 3:46:12 PM","SearchApp new tab","0","http://lp.blpmovies.com/?appid=104&sysid=674&lpid=5532&pubid=1274058&subid=376306493943&tgid=1","1","3000174","2000001"
"1467","9/4/2017 3:46:11 PM","","0","http://onclkds.com/?auction_id=4b652a25-dd82-4f4b-9a8a-1866f3b95e4f&zoneid=1274058&xref=www.starfile.info&pbk3=f0498f36314b7ac0bf9f13288d9c055d6461949963781212944&r=%2Foc%2Fhan&uuid=cba21b72-de4d-4b14-abfc-a16e685ec16d&co=0&rf=1&fs=0&sw=1366&sh=768&wx=0&wy=0&ww=1366&wh=728&wiw=1366&wih=638&wfc=0&pl=http%3A%2F%2Fwww.starfile.info%2Fdownload-7s-zip-new%2F%3FToken%3DTW92aWUkJDY1MzUkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDU6NTU%3D&drf=http%3A%2F%2Fwww.5starmusiq.com%2Ftamil_movie_songs_listen_download.asp%3FMovieId%3D6535&np=1&pt=undefined&nb=1&ng=1&ix=0","1","3000175","2000001"
"1466","9/4/2017 3:46:07 PM","Download Karuppan Movie ACD-Rip Songs in 320kbps ZIP File","0","http://www.starfile.info/download-7s-zip-new/?Token=TW92aWUkJDY1MzUkJFR5cGUxJCRPcGVuRG93bmxvYWQkJDIwMTctMDktMDQgMTY6NDU6NTU=","1","3000176","2000001"
"1465","9/4/2017 3:45:57 PM","Karuppan Tamil Movie High Quality mp3 Songs Listen and Download Music By D.Imman StarMusiQ.com","0","http://www.5starmusiq.com/tamil_movie_songs_listen_download.asp?MovieId=6535","1","3000177","2000001"
"1464","9/4/2017 3:45:23 PM","Jabong| Online Shopping For Women's Fashion In India| Big Brands, Best Prices","0","https://www.jabong.com/women/?utm_source=cps_adsplay&utm_medium=dc-clicktracker&utm_content=home_page&utm_campaign=3117-1619801736-377424924362","1","3000178","2000001"
